source https://www.rba.gov.au/statistics/historical-data.html
Source,WM/Reuters,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,IMF
Publication date,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,28-Nov-2014,29-Dec-2017,30-Nov-2015,29-Dec-2017
Series ID,FXRUSD,FXRTWI,FXRCR,FXRJY,FXREUR,FXRSKW,FXRUKPS,FXRSD,FXRIRE,FXRTB,FXRNZD,FXRNTD,FXRMR,FXRIR,FXRVD,FXRUAED,FXRPNGK,FXRHKD,FXRCD,FXRSARD,FXRSF,FXRPHP,FXRSDR
25-Jun-2014,0.9358,71.90,5.8366,95.35,0.6877,955.41,0.5516,1.1707,56.40,30.39,1.0789,28.06,3.0198,11312,19979,3.4367,2.2714,7.2539,1.0058,9.9522,0.8363,41.12,0.6062
26-Jun-2014,0.9406,72.10,5.8614,95.71,0.6897,955.88,0.5536,1.1748,56.57,30.54,1.0735,28.16,3.0269,11377,20063,3.4544,2.2830,7.2910,1.0077,9.9497,0.8393,41.22,0.6098
27-Jun-2014,0.9437,72.20,5.8675,95.68,0.6926,956.53,0.5539,1.1790,56.73,30.65,1.0750,28.22,3.0288,11420,20137,3.4657,2.2905,7.3150,1.0081,10.0273,0.8422,41.32,0.6112
30-Jun-2014,0.9420,72.00,5.8466,95.43,0.6906,953.16,0.5531,1.1763,56.59,30.56,1.0761,28.13,3.0243,11177,20096,3.4595,2.2864,7.3013,1.0057,9.9694,0.8396,41.10,0.6100
01-Jul-2014,0.9454,72.20,5.8635,95.93,0.6908,956.41,0.5527,1.1787,56.86,30.64,1.0785,28.25,3.0324,11246,20161,3.4720,2.2947,7.3269,1.0091,10.0567,0.8390,41.24,0.6116
02-Jul-2014,0.9458,72.30,5.8761,96.06,0.6919,954.60,0.5516,1.1788,56.78,30.63,1.0803,28.24,3.0332,11293,20174,3.4735,2.2984,7.3302,1.0061,10.1052,0.8401,41.26,0.6108
03-Jul-2014,0.9380,71.70,5.8290,95.56,0.6873,946.02,0.5469,1.1711,56.04,30.40,1.0697,28.01,3.0086,11209,19989,3.4448,2.2795,7.2700,1.0009,10.0901,0.8344,40.94,0.6060
04-Jul-2014,0.9365,71.60,5.8131,95.56,0.6883,944.83,0.5453,1.1673,55.99,30.32,1.0711,27.97,2.9842,11124,19947,3.4393,2.2758,7.2585,0.9965,10.0683,0.8366,40.78,0.6055
07-Jul-2014,0.9356,71.60,5.8017,95.52,0.6888,945.47,0.5457,1.1662,56.07,30.32,1.0726,27.97,2.9827,10947,19910,3.4360,2.2736,7.2512,0.9974,10.0731,0.8379,40.67,0.6050
08-Jul-2014,0.9385,71.70,5.8234,95.55,0.6900,949.48,0.5479,1.1695,56.13,30.42,1.0706,28.07,2.9830,10976,19985,3.4466,2.2807,7.2737,1.0032,10.1048,0.8387,40.81,0.6079
09-Jul-2014,0.9397,71.70,5.8229,95.50,0.6901,951.12,0.5484,1.1675,56.14,30.32,1.0676,28.10,2.9779,10924,19978,3.4510,2.2836,7.2828,1.0037,10.0492,0.8391,40.75,0.6086
10-Jul-2014,0.9397,71.70,5.8243,95.42,0.6886,952.34,0.5477,1.1660,56.16,30.22,1.0645,28.09,2.9788,10858,19922,3.4510,2.2892,7.2828,1.0010,10.0336,0.8370,40.66,0.6083
11-Jul-2014,0.9391,71.70,5.8302,95.09,0.6906,956.90,0.5481,1.1667,56.51,30.25,1.0656,28.11,2.9934,10879,19912,3.4488,2.2877,7.2781,0.9991,10.0601,0.8385,40.85,0.6077
14-Jul-2014,0.9400,71.80,5.8351,95.33,0.6910,957.25,0.5492,1.1665,56.37,30.22,1.0667,28.14,2.9873,10956,19919,3.4522,2.2899,7.2851,1.0100,10.0975,0.8391,40.92,0.6084
15-Jul-2014,0.9387,71.80,5.8286,95.34,0.6893,964.37,0.5495,1.1667,56.51,30.20,1.0663,28.14,2.9855,11011,19900,3.4474,2.2867,7.2750,1.0071,10.0471,0.8373,40.91,0.6073
16-Jul-2014,0.9337,71.50,5.7958,94.99,0.6885,963.63,0.5449,1.1613,56.21,30.04,1.0736,28.01,2.9827,10980,19790,3.4290,2.2745,7.2372,1.0054,10.0163,0.8369,40.78,0.6043
17-Jul-2014,0.9377,71.70,5.8165,95.17,0.6935,965.03,0.5471,1.1640,56.42,30.15,1.0774,28.12,2.9828,10936,19884,3.4437,2.2871,7.2679,1.0062,10.0104,0.8424,40.86,0.6083
18-Jul-2014,0.9366,71.70,5.8093,94.90,0.6926,963.95,0.5476,1.1630,56.49,30.16,1.0788,28.08,2.9845,10947,19859,3.4397,2.2844,7.2598,1.0062,10.0380,0.8408,40.84,0.6077
21-Jul-2014,0.9390,71.80,5.8267,95.06,0.6934,964.21,0.5493,1.1650,56.49,30.06,1.0779,28.14,2.9785,10858,19935,3.4485,2.2902,7.2788,1.0078,9.9938,0.8428,40.81,0.6093
22-Jul-2014,0.9389,71.80,5.8271,95.35,0.6943,961.86,0.5497,1.1648,56.51,29.93,1.0819,28.15,2.9829,10811,19923,3.4481,2.2900,7.2781,1.0087,9.9669,0.8435,40.71,0.6093
23-Jul-2014,0.9434,72.10,5.8490,95.67,0.7006,965.81,0.5527,1.1688,56.76,29.97,1.0870,28.28,2.9920,10854,20022,3.4646,2.3010,7.3127,1.0126,9.9717,0.8513,40.84,0.6130
24-Jul-2014,0.9448,72.30,5.8506,95.87,0.7021,971.59,0.5547,1.1697,56.69,30.07,1.1014,28.33,2.9964,10903,20058,3.4698,2.3044,7.3228,1.0144,9.9440,0.8528,40.91,0.6141
25-Jul-2014,0.9414,72.10,5.8336,95.77,0.6990,965.78,0.5541,1.1689,56.63,30.00,1.0976,28.22,2.9923,10920,19995,3.4573,2.2961,7.2961,1.0113,9.9120,0.8493,40.81,0.6121
28-Jul-2014,0.9390,71.90,5.8085,95.60,0.6992,963.70,0.5530,1.1662,56.43,29.88,1.0997,28.14,2.9809,10872,19944,3.4485,2.2902,7.2774,1.0146,9.8572,0.8498,40.67,0.6112
29-Jul-2014,0.9395,71.90,5.8078,95.82,0.6995,962.47,0.5535,1.1669,56.50,29.89,1.1033,28.14,2.9824,10878,19946,3.4503,2.2971,7.2813,1.0157,9.9517,0.8500,40.75,0.6117
30-Jul-2014,0.9382,71.90,5.7956,95.81,0.6997,961.00,0.5537,1.1657,56.43,29.90,1.1025,28.10,2.9839,10862,19927,3.4455,2.2967,7.2711,1.0186,9.9569,0.8509,40.71,0.6111
31-Jul-2014,0.9324,71.50,5.7553,95.79,0.6959,958.23,0.5509,1.1621,56.18,29.82,1.0957,27.94,2.9744,10795,19804,3.4242,2.2825,7.2262,1.0167,9.9534,0.8470,40.49,0.6081
01-Aug-2014,0.9294,71.50,5.7392,95.66,0.6944,963.83,0.5507,1.1607,56.54,30.00,1.0939,27.90,2.9848,10761,19731,3.4132,2.2752,7.2029,1.0152,9.9720,0.8448,40.61,0.6069
05-Aug-2014,0.9342,71.70,5.7685,95.74,0.6959,960.64,0.5538,1.1624,56.86,29.96,1.0955,28.02,2.9759,10925,19833,3.4308,2.2869,7.2402,1.0196,9.9621,0.8469,40.68,0.6098
06-Aug-2014,0.9306,71.60,5.7398,95.49,0.6963,961.96,0.5519,1.1619,57.06,29.94,1.1035,27.92,2.9802,10939,19743,3.4176,2.2781,7.2126,1.0211,10.0477,0.8468,40.67,0.6076
07-Aug-2014,0.9268,71.30,5.7090,94.88,0.6925,961.60,0.5503,1.1593,56.91,29.92,1.0951,27.80,2.9767,10922,19667,3.4037,2.2688,7.1832,1.0122,9.9435,0.8413,40.74,0.6059
08-Aug-2014,0.9246,71.10,5.6915,94.11,0.6922,958.30,0.5501,1.1590,56.97,29.77,1.0955,27.75,2.9712,10920,19615,3.3956,2.2662,7.1672,1.0115,9.9809,0.8396,40.90,0.6039
11-Aug-2014,0.9280,71.20,5.7117,94.79,0.6926,956.16,0.5530,1.1594,56.71,29.81,1.0956,27.84,2.9659,10825,19683,3.4081,2.2745,7.1931,1.0183,9.8902,0.8409,40.76,0.6058
12-Aug-2014,0.9256,71.10,5.6978,94.66,0.6923,950.17,0.5522,1.1574,56.62,29.70,1.1002,27.77,2.9578,10811,19621,3.3993,2.2686,7.1744,1.0129,9.8637,0.8403,40.60,0.6044
13-Aug-2014,0.9298,71.40,5.7281,95.07,0.6959,957.14,0.5530,1.1624,56.94,29.73,1.1021,27.90,2.9679,10872,19716,3.4147,2.2789,7.2072,1.0152,9.8907,0.8443,40.87,0.6082
14-Aug-2014,0.9297,71.30,5.7208,95.38,0.6960,949.13,0.5572,1.1601,56.76,29.64,1.0978,27.88,2.9574,10854,19710,3.4143,2.2787,7.2060,1.0150,9.8483,0.8444,40.63,0.6082
15-Aug-2014,0.9332,71.50,5.7363,95.67,0.6981,952.73,0.5590,1.1607,56.71,29.76,1.0993,27.96,2.9461,10892,19784,3.4272,2.2873,7.2330,1.0167,9.8413,0.8459,40.75,0.6103
18-Aug-2014,0.9326,71.40,5.7308,95.45,0.6964,949.11,0.5574,1.1605,56.67,29.68,1.0981,27.94,2.9377,10892,19771,3.4250,2.2858,7.2284,1.0143,9.8660,0.8429,40.72,0.6099
19-Aug-2014,0.9338,71.60,5.7314,95.82,0.6992,949.95,0.5583,1.1616,56.70,29.73,1.1059,28.00,2.9443,10907,19797,3.4294,2.2915,7.2373,1.0174,9.9142,0.8470,40.79,0.6103
20-Aug-2014,0.9280,71.30,5.7035,95.83,0.6977,949.05,0.5590,1.1589,56.36,29.64,1.1074,27.83,2.9394,10867,19669,3.4081,2.2801,7.1925,1.0167,9.9036,0.8451,40.66,0.6077
21-Aug-2014,0.9254,71.30,5.6938,96.11,0.6985,947.29,0.5583,1.1583,56.16,29.68,1.1061,27.76,2.9372,10864,19614,3.3985,2.2765,7.1722,1.0164,9.9420,0.8458,40.60,0.6074
22-Aug-2014,0.9326,71.70,5.7413,96.71,0.7018,949.11,0.5624,1.1634,56.38,29.74,1.1073,27.95,2.9461,10874,19771,3.4250,2.2942,7.2279,1.0194,9.9685,0.8494,40.82,0.6129
25-Aug-2014,0.9321,71.80,5.7335,97.11,0.7059,950.84,0.5628,1.1659,56.35,29.84,1.1162,27.94,2.9534,10920,19756,3.4231,2.2958,7.2241,1.0205,9.9840,0.8537,40.86,0.6124
26-Aug-2014,0.9293,71.60,5.7196,96.52,0.7038,944.96,0.5602,1.1616,56.20,29.67,1.1141,27.83,2.9398,10885,19709,3.4129,2.2889,7.2023,1.0198,9.9454,0.8499,40.72,0.6119
27-Aug-2014,0.9319,71.70,5.7289,96.96,0.7079,945.04,0.5632,1.1634,56.37,29.75,1.1140,27.88,2.9373,10903,19761,3.4224,2.2953,7.2226,1.0178,9.9494,0.8553,40.71,0.6136
28-Aug-2014,0.9353,71.90,5.7446,97.07,0.7082,948.72,0.5638,1.1670,56.56,29.84,1.1152,27.93,2.9481,10943,19826,3.4349,2.3037,7.2487,1.0150,9.9297,0.8549,40.85,0.6161
29-Aug-2014,0.9349,71.90,5.7437,97.07,0.7096,947.88,0.5638,1.1675,56.58,29.86,1.1170,27.94,2.9510,10946,19818,3.4334,2.3027,7.2455,1.0152,9.9518,0.8561,40.83,0.6158
01-Sep-2014,0.9340,71.90,5.7358,97.30,0.7115,946.47,0.5624,1.1672,56.50,29.86,1.1151,27.90,2.9435,10929,19796,3.4301,2.3090,7.2387,1.0152,9.9583,0.8583,40.70,0.6151
02-Sep-2014,0.9293,71.70,5.7121,97.41,0.7083,946.26,0.5604,1.1639,56.31,29.79,1.1131,27.81,2.9445,10896,19697,3.4129,2.3002,7.2024,1.0129,9.9531,0.8551,40.55,0.6120
03-Sep-2014,0.9290,71.70,5.7077,97.55,0.7075,947.49,0.5643,1.1647,56.26,29.80,1.1177,27.80,2.9584,10956,19693,3.4118,2.2995,7.2001,1.0151,9.9677,0.8540,40.60,0.6137
04-Sep-2014,0.9340,72.00,5.7292,97.94,0.7104,951.61,0.5676,1.1692,56.42,29.93,1.1223,27.93,2.9690,10983,19799,3.4301,2.3119,7.2388,1.0182,9.9819,0.8574,40.70,0.6169
05-Sep-2014,0.9341,72.30,5.7335,98.38,0.7221,956.71,0.5724,1.1727,56.45,29.99,1.1269,27.97,2.9746,10990,19798,3.4305,2.3121,7.2394,1.0159,10.0267,0.8712,40.81,0.6173
08-Sep-2014,0.9365,72.50,5.7511,98.43,0.7238,959.21,0.5788,1.1747,56.43,29.98,1.1261,28.03,2.9725,10978,19863,3.4393,2.3181,7.2582,1.0202,10.0294,0.8733,40.79,0.6227
09-Sep-2014,0.9266,71.90,5.6832,98.45,0.7192,949.07,0.5761,1.1679,55.99,29.74,1.1212,27.74,2.9555,10897,19642,3.4029,2.2936,7.1813,1.0184,10.0323,0.8677,40.52,0.6171
10-Sep-2014,0.9158,71.10,5.6147,97.48,0.7084,938.01,0.5679,1.1586,55.71,29.45,1.1117,27.46,2.9324,10793,19420,3.3633,2.2668,7.0977,1.0057,10.0335,0.8554,40.17,0.6113
11-Sep-2014,0.9176,71.40,5.6261,98.18,0.7110,950.63,0.5666,1.1598,55.90,29.50,1.1218,27.51,2.9363,10853,19456,3.3699,2.2713,7.1116,1.0066,10.0665,0.8603,40.29,0.6116
12-Sep-2014,0.9060,70.50,5.5565,97.15,0.7010,937.94,0.5581,1.1450,55.12,29.16,1.1076,27.19,2.8978,10709,19210,3.3273,2.2426,7.0220,1.0009,9.9720,0.8477,39.85,0.6042
15-Sep-2014,0.8996,70.10,5.5262,96.46,0.6940,933.78,0.5537,1.1388,54.91,29.03,1.1054,27.02,2.8963,10694,19076,3.3038,2.2267,6.9727,0.9980,9.9417,0.8400,39.65,0.5998
16-Sep-2014,0.9007,70.20,5.5409,96.62,0.6962,933.80,0.5554,1.1382,55.02,29.07,1.1029,27.14,2.9057,10762,19095,3.3078,2.2295,6.9814,0.9967,9.9020,0.8425,39.84,0.6006
17-Sep-2014,0.9069,70.60,5.5720,97.27,0.7004,938.60,0.5571,1.1450,55.32,29.24,1.1081,27.34,2.9211,10831,19229,3.3306,2.2448,7.0293,0.9948,9.9012,0.8470,40.04,0.6045
18-Sep-2014,0.8968,70.10,5.5098,97.59,0.6970,935.54,0.5498,1.1379,54.74,28.98,1.1051,27.12,2.9056,10793,19017,3.2935,2.2198,6.9514,0.9872,9.8922,0.8442,39.97,0.5972
19-Sep-2014,0.8966,70.00,5.5034,97.84,0.6949,936.63,0.5442,1.1362,54.50,28.90,1.1007,27.11,2.9014,10737,19011,3.2928,2.2193,6.9496,0.9820,9.9337,0.8385,39.96,0.5987
22-Sep-2014,0.8910,69.60,5.4693,97.00,0.6926,927.22,0.5450,1.1282,54.13,28.70,1.0942,26.92,2.8779,10659,18898,3.2722,2.2109,6.9065,0.9752,9.8746,0.8362,39.58,0.5952
23-Sep-2014,0.8916,69.70,5.4734,96.94,0.6939,927.22,0.5444,1.1297,54.28,28.75,1.0967,26.95,2.8950,10681,18906,3.2744,2.2124,6.9111,0.9829,9.9249,0.8378,39.74,0.5963
24-Sep-2014,0.8876,69.30,5.4460,96.41,0.6908,923.06,0.5412,1.1244,54.18,28.62,1.0982,26.85,2.8772,10611,18833,3.2597,2.2025,6.8801,0.9831,9.8830,0.8343,39.50,0.5924
25-Sep-2014,0.8820,69.10,5.4125,96.29,0.6909,919.66,0.5401,1.1183,53.80,28.44,1.1050,26.71,2.8652,10544,18714,3.2391,2.1886,6.8375,0.9778,9.8458,0.8347,39.42,0.5893
26-Sep-2014,0.8757,68.70,5.3724,95.47,0.6873,914.49,0.5371,1.1134,53.91,28.31,1.1093,26.53,2.8570,10533,18582,3.2160,2.1730,6.7921,0.9747,9.8160,0.8298,39.27,0.5878
29-Sep-2014,0.8693,68.50,5.3418,95.34,0.6862,916.02,0.5360,1.1088,53.44,28.13,1.1215,26.49,2.8470,10560,18447,3.1925,2.1571,6.7478,0.9715,9.7997,0.8284,39.11,0.5830
30-Sep-2014,0.8752,68.90,5.3797,95.73,0.6898,923.55,0.5384,1.1147,53.96,28.35,1.1216,26.65,2.8645,10649,18579,3.2142,2.1717,6.7944,0.9758,9.8548,0.8325,39.24,0.5884
01-Oct-2014,0.8693,68.50,5.3370,95.47,0.6887,923.63,0.5366,1.1091,53.67,28.22,1.1169,26.48,2.8522,10605,18460,3.1925,2.1571,6.7499,0.9742,9.8302,0.8305,39.07,0.5863
02-Oct-2014,0.8813,69.30,5.4107,95.78,0.6969,935.46,0.5435,1.1204,54.30,28.56,1.1177,26.81,2.8686,10713,18745,3.2366,2.1923,6.8425,0.9774,9.8741,0.8413,39.43,0.5944
03-Oct-2014,0.8790,69.10,5.3965,95.75,0.6949,932.95,0.5446,1.1191,54.16,28.53,1.1170,26.72,2.8554,10680,18712,3.2281,2.1866,6.8212,0.9823,9.8499,0.8399,39.34,0.5918
07-Oct-2014,0.8760,69.00,5.3781,95.45,0.6940,937.06,0.5457,1.1193,53.80,28.56,1.1218,26.67,2.8588,10683,18646,3.2171,2.1818,6.7929,0.9785,9.8349,0.8416,39.21,0.5923
08-Oct-2014,0.8769,69.10,5.3807,95.07,0.6941,941.57,0.5460,1.1224,53.89,28.62,1.1251,26.68,2.8736,10740,18639,3.2204,2.1841,6.8017,0.9803,9.8432,0.8411,39.29,0.5916
09-Oct-2014,0.8883,69.70,5.4473,95.83,0.6967,954.17,0.5486,1.1270,54.23,28.82,1.1175,26.98,2.8750,10815,18867,3.2623,2.2125,6.8893,0.9856,9.8033,0.8443,39.64,0.5979
10-Oct-2014,0.8772,68.90,5.3782,94.57,0.6907,939.61,0.5441,1.1142,53.63,28.44,1.1150,26.65,2.8496,10702,18614,3.2215,2.1848,6.8048,0.9818,9.7018,0.8365,39.24,0.5878
13-Oct-2014,0.8736,68.50,5.3514,93.63,0.6888,932.48,0.5421,1.1107,53.50,28.31,1.1099,26.56,2.8475,10662,18538,3.2083,2.1840,6.7769,0.9784,9.6900,0.8328,39.11,0.5878
14-Oct-2014,0.8796,68.90,5.3870,94.26,0.6913,935.54,0.5473,1.1173,53.69,28.53,1.1133,26.75,2.8613,10727,18665,3.2303,2.2018,6.8223,0.9858,9.7003,0.8358,39.37,0.5918
15-Oct-2014,0.8721,68.50,5.3440,93.54,0.6900,927.50,0.5485,1.1141,53.57,28.37,1.1128,26.50,2.8574,10665,18523,3.2028,2.1830,6.7644,0.9884,9.6585,0.8330,39.15,0.5871
16-Oct-2014,0.8788,68.80,5.3813,93.27,0.6853,933.29,0.5499,1.1175,54.13,28.51,1.0996,26.70,2.8789,10750,18670,3.2274,2.2136,6.8171,0.9901,9.7305,0.8274,39.39,0.5920
17-Oct-2014,0.8750,68.50,5.3610,92.96,0.6836,930.48,0.5442,1.1142,53.93,28.40,1.1028,26.61,2.8744,10631,18589,3.2134,2.2040,6.7885,0.9853,9.7171,0.8254,39.32,0.5869
20-Oct-2014,0.8774,68.70,5.3750,94.20,0.6878,929.97,0.5447,1.1165,53.78,28.38,1.1034,26.66,2.8695,10569,18645,3.2223,2.2101,6.8064,0.9890,9.7264,0.8308,39.33,0.5871
21-Oct-2014,0.8819,68.90,5.3984,93.79,0.6877,929.04,0.5450,1.1187,54.04,28.43,1.1017,26.79,2.8737,10575,18740,3.2388,2.2214,6.8420,0.9932,9.7137,0.8298,39.48,0.5910
22-Oct-2014,0.8791,68.80,5.3784,94.04,0.6909,924.68,0.5451,1.1166,53.82,28.42,1.1015,26.71,2.8681,10568,18690,3.2285,2.2144,6.8187,0.9864,9.7075,0.8338,39.37,0.5892
23-Oct-2014,0.8763,68.70,5.3622,93.98,0.6933,925.07,0.5458,1.1146,53.70,28.33,1.1153,26.63,2.8681,10549,18630,3.2182,2.2101,6.7973,0.9861,9.6494,0.8364,39.28,0.5889
24-Oct-2014,0.8758,68.80,5.3596,94.57,0.6921,926.10,0.5458,1.1180,53.67,28.39,1.1174,26.62,2.8748,10568,18624,3.2164,2.2088,6.7943,0.9826,9.6053,0.8350,39.25,0.5893
27-Oct-2014,0.8817,69.10,5.3964,95.20,0.6939,927.78,0.5475,1.1235,53.97,28.56,1.1198,26.79,2.8845,10631,18758,3.2380,2.2237,6.8394,0.9893,9.6474,0.8374,39.46,0.5937
28-Oct-2014,0.8817,69.10,5.3907,95.10,0.6939,925.65,0.5466,1.1232,54.10,28.59,1.1161,26.79,2.8889,10719,18745,3.2380,2.2237,6.8397,0.9912,9.6573,0.8370,39.49,0.5929
29-Oct-2014,0.8868,69.50,5.4196,95.90,0.6963,928.79,0.5494,1.1285,54.37,28.81,1.1176,26.93,2.8985,10779,18862,3.2568,2.2366,6.8783,0.9898,9.6329,0.8397,39.65,0.5960
30-Oct-2014,0.8768,69.00,5.3608,95.62,0.6954,923.42,0.5487,1.1212,53.86,28.55,1.1254,26.64,2.8834,10618,18641,3.2200,2.2113,6.8002,0.9823,9.5922,0.8388,39.35,0.5887
31-Oct-2014,0.8805,69.40,5.3803,97.02,0.6995,936.49,0.5508,1.1264,54.07,28.63,1.1232,26.74,2.8946,10650,18719,3.2336,2.2207,6.8285,0.9866,9.5935,0.8435,39.47,0.5946
03-Nov-2014,0.8736,69.30,5.3440,98.48,0.6997,937.34,0.5470,1.1247,53.70,28.50,1.1233,26.62,2.8894,10573,18599,3.2083,2.2033,6.7751,0.9859,9.6808,0.8438,39.29,0.5909
04-Nov-2014,0.8721,69.20,5.3347,98.99,0.6966,941.21,0.5452,1.1241,53.55,28.49,1.1273,26.59,2.9006,10572,18567,3.2028,2.2023,6.7621,0.9895,9.6345,0.8402,39.18,0.5922
05-Nov-2014,0.8733,69.30,5.3373,99.57,0.6954,943.95,0.5452,1.1271,53.60,28.58,1.1166,26.64,2.9133,10578,18588,3.2072,2.2109,6.7696,0.9956,9.6530,0.8377,39.20,0.5926
06-Nov-2014,0.8608,68.50,5.2627,98.47,0.6878,935.40,0.5387,1.1126,52.87,28.23,1.1133,26.32,2.8738,10469,18314,3.1613,2.1792,6.6734,0.9804,9.6042,0.8278,38.81,0.5858
07-Nov-2014,0.8544,68.30,5.2256,98.65,0.6906,935.23,0.5401,1.1081,52.58,28.11,1.1150,26.17,2.8588,10385,18165,3.1378,2.1630,6.6240,0.9777,9.6291,0.8317,38.51,0.5804
10-Nov-2014,0.8671,69.00,5.3018,98.98,0.6947,940.63,0.5453,1.1171,53.30,28.41,1.1132,26.52,2.8861,10531,18463,3.1844,2.1952,6.7221,0.9816,9.7137,0.8361,38.92,0.5919
11-Nov-2014,0.8622,68.80,5.2768,99.39,0.6943,942.77,0.5443,1.1146,53.06,28.32,1.1140,26.34,2.8849,10497,18356,3.1664,2.1883,6.6854,0.9815,9.7226,0.8350,38.72,0.5863
12-Nov-2014,0.8675,69.20,5.3155,100.30,0.6959,951.99,0.5453,1.1214,53.38,28.50,1.1091,26.56,2.8992,10597,18469,3.1859,2.2018,6.7266,0.9849,9.7416,0.8373,38.99,0.5919
13-Nov-2014,0.8701,69.40,5.3315,100.65,0.6992,954.72,0.5516,1.1243,53.55,28.57,1.1047,26.63,2.9022,10623,18542,3.1954,2.2084,6.7471,0.9846,9.7543,0.8406,39.04,0.5928
14-Nov-2014,0.8691,69.50,5.3243,100.87,0.6986,955.66,0.5547,1.1247,53.57,28.56,1.1080,26.63,2.9045,10613,18521,3.1918,2.2058,6.7400,0.9894,9.7587,0.8394,39.05,0.5926
17-Nov-2014,0.8788,70.10,5.3839,101.77,0.7004,962.20,0.5588,1.1383,54.20,28.82,1.1032,26.95,2.9383,10713,18745,3.2274,2.2305,6.8150,0.9912,9.7325,0.8415,39.44,0.6002
18-Nov-2014,0.8721,69.70,5.3401,101.67,0.6992,958.83,0.5571,1.1315,53.92,28.58,1.0984,26.79,2.9237,10600,18645,3.2028,2.2191,6.7629,0.9835,9.6915,0.8400,39.18,0.5949
19-Nov-2014,0.8665,69.30,5.3026,101.68,0.6921,958.18,0.5552,1.1274,53.58,28.45,1.1013,26.68,2.9097,10524,18534,3.1822,2.2048,6.7197,0.9820,9.5913,0.8315,39.04,0.5906
20-Nov-2014,0.8593,68.90,5.2653,101.80,0.6849,958.94,0.5482,1.1208,53.41,28.24,1.0962,26.56,2.8907,10469,18372,3.1558,2.1865,6.6646,0.9750,9.5189,0.8230,38.78,0.5857
21-Nov-2014,0.8633,69.10,5.2857,101.71,0.6877,961.33,0.5500,1.1213,53.40,28.30,1.0949,26.69,2.8990,10505,18436,3.1705,2.1967,6.6957,0.9761,9.4449,0.8269,38.87,0.5885
24-Nov-2014,0.8687,69.60,5.3247,102.44,0.7008,967.95,0.5546,1.1290,53.62,28.48,1.0998,26.85,2.9054,10543,18581,3.1903,2.2104,6.7376,0.9754,9.5036,0.8431,39.04,0.5942
25-Nov-2014,0.8593,69.00,5.2766,101.36,0.6919,955.93,0.5480,1.1199,53.25,28.19,1.0983,26.56,2.8787,10456,18392,3.1558,2.1865,6.6652,0.9701,9.4798,0.8322,38.63,0.5880
26-Nov-2014,0.8535,68.40,5.2362,100.57,0.6842,944.36,0.5437,1.1098,52.77,27.99,1.0919,26.36,2.8571,10385,18256,3.1345,2.1718,6.6188,0.9617,9.3608,0.8229,38.35,0.5836
27-Nov-2014,0.8599,68.80,5.2785,100.87,0.6874,945.68,0.5445,1.1158,53.20,28.19,1.0861,26.55,2.8772,10468,18393,3.1580,2.1936,6.6677,0.9682,9.4219,0.8264,38.64,0.5872
28-Nov-2014,0.8491,68.20,5.2181,100.43,0.6822,939.57,0.5406,1.1070,52.56,27.88,1.0839,26.29,2.8644,10362,18166,3.1183,2.1716,6.5834,0.9641,9.3541,0.8200,38.12,0.5799
01-Dec-2014,0.8453,68.00,5.1950,100.49,0.6787,941.88,0.5413,1.1059,52.54,27.82,1.0803,26.26,2.9040,10372,18102,3.1044,2.1619,6.5545,0.9659,,0.8168,37.98,0.5773
02-Dec-2014,0.8504,68.30,5.2294,100.74,0.6822,939.56,0.5408,1.1099,52.69,27.90,1.0800,26.40,2.9109,10440,18190,3.1231,2.1749,6.5950,0.9632,,0.8208,38.06,0.5811
03-Dec-2014,0.8407,67.80,5.1701,100.24,0.6789,935.49,0.5374,1.1017,52.06,27.67,1.0793,26.15,2.8916,10335,17974,3.0875,2.1556,6.5194,0.9580,,0.8172,37.63,0.5750
04-Dec-2014,0.8398,67.80,5.1651,100.68,0.6824,936.50,0.5355,1.1035,51.98,27.63,1.0829,26.16,2.8952,10345,17947,3.0842,2.1533,6.5110,0.9543,,0.8212,37.53,0.5766
05-Dec-2014,0.8371,67.60,5.1509,100.50,0.6763,933.70,0.5353,1.1010,51.77,27.57,1.0782,26.05,2.9052,10296,17868,3.0742,2.1464,6.4888,0.9540,,0.8133,37.23,0.5751
08-Dec-2014,0.8277,67.10,5.0952,100.59,0.6737,925.00,0.5320,1.0954,51.25,27.38,1.0827,25.82,2.8994,10225,17662,3.0397,2.1223,6.4158,0.9471,,0.8102,36.96,0.5682
09-Dec-2014,0.8241,66.80,5.1095,99.04,0.6693,913.56,0.5269,1.0872,50.99,27.16,1.0797,25.71,2.8765,10176,17599,3.0265,2.1185,6.3884,0.9468,,0.8045,36.76,0.5675
10-Dec-2014,0.8321,67.10,5.1418,98.90,0.6714,916.47,0.5307,1.0928,51.53,27.33,1.0798,25.94,2.8915,10262,17769,3.0559,2.1391,6.4507,0.9520,,0.8069,37.07,0.5712
